1.210434e-01	0.53125
1.210434e-01	0.5625
1.757111e-01	0.5625
1.757111e-01	0.59375
2.106435e-01	0.59375
2.106435e-01	0.625
3.036100e-01	0.625
3.036100e-01	0.65625
3.272268e-01	0.65625
3.272268e-01	0.6875
3.915021e-01	0.6875
3.915021e-01	0.71875
4.603345e-01	0.71875
4.603345e-01	0.75
5.529888e-01	0.75
5.529888e-01	0.78125
6.054603e-01	0.78125
6.054603e-01	0.8125
6.094134e-01	0.8125
6.094134e-01	0.84375
6.295580e-01	0.84375
6.295580e-01	0.875
6.520486e-01	0.875
6.520486e-01	0.90625
7.417041e-01	0.90625
7.417041e-01	0.9375
7.426645e-01	0.9375
7.426645e-01	0.96875
7.598396e-01	0.96875
7.598396e-01	1
7.628123e-01	1
7.628123e-01	1.03125
9.324827e-01	1.03125
9.324827e-01	1.0625
9.481734e-01	1.0625
9.481734e-01	1.09375
