1 head
x sin(x)
0.062831853	0.061279052
0.125663706	0.125333234
0.188495559	0.187381315
0.251327412	0.248689887
0.314159265	0.309016994
0.376991118	0.368124553
0.439822972	0.425779292
0.502654825	0.481753674
0.565486678	0.535826795
0.628318531	0.587785252
0.691150384	0.63742399
0.753982237	0.684547106
0.81681409	0.728968627
0.879645943	0.770513243
0.942477796	0.809016994
1.005309649	0.844327926
1.068141502	0.87630668
1.130973355	0.904827052
1.193805208	0.929776486
1.256637061	0.951056516
1.319468915	0.968583161
1.382300768	0.982287251
1.445132621	0.992114701
1.507964474	0.998026728
1.570796327	1
1.63362818	0.998026728
1.696460033	0.992114701
1.759291886	0.982287251
1.822123739	0.968583161
1.884955592	0.951056516
1.947787445	0.929776486
2.010619298	0.904827052
2.073451151	0.87630668
2.136283004	0.844327926
2.199114858	0.809016994
2.261946711	0.770513243
2.324778564	0.728968627
2.387610417	0.684547106
2.45044227	0.63742399
2.513274123	0.587785252
2.576105976	0.535826795
2.638937829	0.481753674
2.701769682	0.425779292
2.764601535	0.368124553
2.827433388	0.309016994
2.890265241	0.248689887
2.953097094	0.187381315
3.015928947	0.125333234
3.078760801	0.06279052
3.141592654	1.22515E-16
3.204424507	-0.06279052
3.26725636	-0.125333234
3.330088213	-0.187381315
3.392920066	-0.248689887
3.455751919	-0.309016994
3.518583772	-0.368124553
3.581415625	-0.425779292
3.644247478	-0.481753674
3.707079331	-0.535826795
3.769911184	-0.587785252
3.832743037	-0.63742399
3.89557489	-0.684547106
3.958406744	-0.728968627
4.021238597	-0.770513243
4.08407045	-0.809016994
4.146902303	-0.844327926
4.209734156	-0.87630668
4.272566009	-0.904827052
4.335397862	-0.929776486
4.398229715	-0.951056516
4.461061568	-0.968583161
4.523893421	-0.982287251
4.586725274	-0.992114701
4.649557127	-0.998026728
4.71238898	-1
4.775220833	-0.998026728
4.838052687	-0.992114701
4.90088454	-0.982287251
4.963716393	-0.968583161
5.026548246	-0.951056516
5.089380099	-0.929776486
5.152211952	-0.904827052
5.215043805	-0.87630668
5.277875658	-0.844327926
5.340707511	-0.809016994
5.403539364	-0.770513243
5.466371217	-0.728968627
5.52920307	-0.684547106
5.592034923	-0.63742399
5.654866776	-0.587785252
5.71769863	-0.535826795
5.780530483	-0.481753674
5.843362336	-0.425779292
5.906194189	-0.368124553
5.969026042	-0.309016994
6.031857895	-0.248689887
6.094689748	-0.187381315
6.157521601	-0.125333234
6.220353454	-0.06279052
6.283185307	-2.4503E-16
