normal@1 normal@2 normal@3 exponential@1 exponential@2 exponential@3
-0.5467888529104625 1.474465884787251 -2.461520455510215 0.14478769914171935 0.8478386249740845 3.8314484405779767
0.7278975314227795 1.5314068450023652 0.08865903666229115 0.8647543172939555 1.529590132810293 0.5249310366588442
0.36623648022285366 0.6197076479277296 -0.573304022179726 0.3856204181911418 0.7250667612916881 6.24984874713949
-0.8016607966043529 1.6295161441933552 -0.5191935480986173 0.6582730299722891 1.9312727871101618 5.242682097911587
0.42449624358230365 -3.4109727826886456 -1.0691317362919237 1.3039361342168558 1.6346490579357782 0.4567826044738692
-0.7730982276748928 -0.27435555730805095 4.374762912563047 1.010955760456987 0.6946709518180927 9.629810936023727
-0.09241902654587099 -3.1485629113930504 0.9685446807601313 0.08908342766042382 1.400915537781093 1.6073554125891079
0.13949132196137567 -0.6707411034937966 -3.010912582597349 0.6879322416714925 3.4125209354310018 6.126326867882813
-0.425791347288104 -0.045752017563098726 1.6500904821405644 0.36084630096155157 2.676275442324437 1.4080796160340228
0.2201863442510519 0.176379864846044 -5.065779485079329 0.22854860066679925 0.3355227455332014 4.061678811936626
1.2192118201789695 2.4925302616160954 -2.3764846043588306 1.2398209176648691 1.4489954234315199 0.5092919196313892
0.277511865073574 2.862731910743343 -5.370844857472782 0.03815753801967534 1.7500533935430984 4.488322898667066
1.7048202285984904 -0.6145947460720956 -0.5384381701842895 1.9250021655826601 0.345247626297744 2.723356129809409
-1.8434487502914185 1.6153271552022308 -0.056445527367514174 1.0167374089975434 0.16831275763770084 0.37730671446859176
0.9219215336977882 0.2051138516395271 -0.06565569325356622 1.6354855491187994 1.3976800363766388 3.5733629426628606
1.1637999674558495 0.23377841205073252 -2.2241135257770424 0.07965874044716914 0.09640494108991501 1.9640441006134466
-1.3353675597472412 -1.1437584500998745 0.460668533443822 0.33244157363688387 1.696721264315678 1.6573430196723038
-0.19021848449748366 1.5231877175632922 -5.164157121113451 0.15947205338934947 0.01854281918796451 4.96304158577715
0.030229405439064286 1.7089607993423048 4.908366892060626 1.5549542725616632 1.9697197224492238 0.1747353770216347
0.7705743624575974 -1.526727056047874 -0.6253976309038309 3.8262951378488808 0.008818441352823453 5.542005097384506
-0.6682010295111972 0.5228190280756875 -5.470268441604337 0.6569407136571299 2.827967060615767 5.451549759026385
0.06887022874935421 0.4530158231303731 -4.264830145366897 1.9722135197289663 0.9932430905821386 2.171684613797954
-0.2727638200747617 1.249905402428618 0.9774315347115543 0.23889938178772824 2.0868490098442463 0.3428735539988364
-1.1350149561709 1.1836831346399228 -4.031729589297748 0.4868452946573026 5.2866530210434295 0.3277677896526484
1.5026045588223367 -2.122524107429793 4.239087970810907 0.42028079215233594 0.9343843433436414 0.48843810980358116
-0.43016709620132076 -2.3105311169847265 -2.6167540544100487 0.9608799215815197 3.8123445033844456 0.5003174885121822
-0.020248502832859606 -1.0091076660253784 -3.740459575955459 0.9595752449179837 0.7365005313938905 1.7753954089839015
-1.3794601253767318 -0.4656559753647237 0.3136119375511238 0.039560800494885744 0.035547205154793135 4.468852435344803
0.4999906925175814 0.49948152739875024 5.951858143784777 1.5460606147864973 0.3843758801633169 1.2871409469088242
-1.762780391272851 0.38161107311051223 8.173280463116551 1.6980472458690334 2.275545355942256 1.9316261327411661
0.2054243785208669 -1.187775764697005 -2.317771437538395 0.12356018967432993 1.7905813754233058 7.88446222288491
-1.5626805661265566 1.6032090983677645 1.4729907769038684 2.5121302700301165 0.4650964098842609 4.4703521783175075
0.7762491617256085 -0.9483691509855513 1.0580943311433137 0.4806023522469736 0.03081140372040227 0.2875553004631266
-0.5325100811562078 -1.5406287368400866 2.4952229659065552 0.7227094014821376 4.7924974641654075 0.3526863284905608
-0.44618441142665827 1.287990981985734 0.1381062616821603 1.3146015248531968 0.06956342755691827 7.631743878183142
0.1880807170496901 -0.6386303743867197 -2.3575212126189147 0.5839610048167244 0.7536794414851916 2.7128913242159323
-0.9080117729126735 1.8873173821472446 -0.14767346864048447 0.09185367347363538 0.8049809553729518 9.379297359866113
-0.3886190815597472 -0.760536633427265 1.5431986148370322 0.7990886639677665 1.9899095693787496 1.0176178200806585
-1.181882815783887 -1.3085279916931019 -3.5391706740858 1.4898527586965493 3.4051348503511774 1.4555876977894429
0.336635403334954 1.1844223422474263 1.011223269611298 0.9716818965570352 1.6559864099590182 4.6608743701405935
